,name,category_code,tag_list,offices,zip_code,city,country_code,latitude,longitude
434,32bytes,advertising,"web-design, web-development, web-application-development, search-engine-optimization, graphic-design, seo, print-design","[{'zip_code': '700071', 'city': 'Kolkata', 'country_code': 'IND', 'latitude': 22.5463155, 'longitude': 88.3539981}]",700071,Kolkata,IND,22.5463155,88.3539981
435,Quality Web Solutions,advertising,"web-design, web-programming, flash-design, logo-design, corporate-identity, brochure-design, offshore-staffing, seo-service, content-writing, photo-editing","[{'zip_code': '700091', 'city': 'Kolkata', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",700091,Kolkata,IND,,
436,Eyedea Lab,other,"web-design, web-development, graphics-design, corporate-presentation","[{'zip_code': '700032', 'city': 'Kolkata', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",700032,Kolkata,IND,,
437,Primediart,software,"web-design, web-development, multimedia, internet-marketing","[{'zip_code': '700048', 'city': 'Kolkata', 'country_code': 'IND', 'latitude': 22.5985389, 'longitude': 88.40286}]",700048,Kolkata,IND,22.5985389,88.40286
438,Web Sight Technologies,network_hosting,"web-2-0, social-networking, offshore, outosurcing, india, web-design, web-development, php, asp-net, ajax","[{'zip_code': '686004', 'city': 'Kottayam', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",686004,Kottayam,IND,,
439,Art2Digital InterMedia,advertising,"new-media, website-design, web-design, webdesigner, suchmaschinenoptimierung, suchmaschinenmarketing, internet-marketing, online-marketing, cd-dvd-publishing, multimedia, e-business, e-commerce","[{'zip_code': 'D-97922', 'city': 'K̦nigshofen', 'country_code': 'DEU', 'latitude': 49.5677645, 'longitude': 9.7068455}]",D-97922,K̦nigshofen,DEU,49.5677645,9.7068455
440,The Graphic Design School,other,"graphic-design, design-course, online-education","[{'zip_code': '90069', 'city': 'LOS ANGELES', 'country_code': 'USA', 'latitude': 34.0878254, 'longitude': -118.3794929}]",90069,LOS ANGELES,USA,34.0878254,-118.3794929
441,Emmaus Designs,other,"web-design, flash-web-design, ecommerce, custom-web-site-development, web-hosting, php-web-development","[{'zip_code': '33859', 'city': 'Lake Wales', 'country_code': 'USA', 'latitude': 27.927025, 'longitude': -81.607259}]",33859,Lake Wales,USA,27.927025,-81.607259
442,Dean Marshall Consultancy,consulting,"web-design, joomla-cms-consultants, mambo-cms-consultants, joomla-experts","[{'zip_code': 'LA1 1PP', 'city': 'Lancaster', 'country_code': 'GBR', 'latitude': None, 'longitude': None}, {'zip_code': 'LA1 2JE', 'city': 'Lancaster', 'country_code': 'GBR', 'latitude': 54.0648711, 'longitude': -2.7993768}]",LA1 2JE,Lancaster,GBR,54.0648711,-2.7993768
443,Ideup,consulting,"development, agency, marketing, design, social","[{'zip_code': '28230', 'city': 'Las Rozaas', 'country_code': 'ESP', 'latitude': None, 'longitude': None}]",28230,Las Rozaas,ESP,,
444,TIS India,ecommerce,"web-design-company, ecommerce-development-company, web-development-company, web-designing-services, ecommerce-development-services, web-design-india, web-designers-india, ecommerce-developers-india","[{'zip_code': '89108', 'city': 'Las Vegas', 'country_code': 'USA', 'latitude': 36.215329, 'longitude': -115.23662}]",89108,Las Vegas,USA,36.215329,-115.23662
445,iBizLog,ecommerce,"website, ecommerce, web, internet, template, design, business, hosting, free, seo, marketing","[{'zip_code': '89126', 'city': 'Las Vegas', 'country_code': 'USA', 'latitude': 36.0122687, 'longitude': -115.4977708}]",89126,Las Vegas,USA,36.0122687,-115.4977708
446,Apex Software,software,"custom-software, web-design, application-development","[{'zip_code': '30043', 'city': 'Lawrenceville', 'country_code': 'USA', 'latitude': 33.991787, 'longitude': -84.068835}]",30043,Lawrenceville,USA,33.991787,-84.068835
447,Klee Group,enterprise,"intranet, internet, databases, information-systems, design, web-agency, consulting, business-intelligence","[{'zip_code': '92357', 'city': 'Le Plessis Robinson', 'country_code': 'FRA', 'latitude': None, 'longitude': None}]",92357,Le Plessis Robinson,FRA,,
448,UpClick Marketing,advertising,"northern-virginia-search-marketing, northern-virginia-paid-search, seo, sem, northern-virginia-social-media-marketing-consulting, smm, nothern-virginia-marketing-firm, northern-virginia-advertising-agency, northern-virginia-web-designers","[{'zip_code': '20176', 'city': 'Leesburg', 'country_code': 'USA', 'latitude': 39.108094, 'longitude': -77.552593}]",20176,Leesburg,USA,39.108094,-77.552593
449,Fresh Web Services,ecommerce,"e-commerce, magento, alfresco, zen-cart, ruby-on-rails, web-design, java, web-services, internet-consultancy, seo, drupal, joomla, wordpress","[{'zip_code': 'LE1 1RE', 'city': 'Leicester', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",LE1 1RE,Leicester,GBR,,
450,Fresh Web Services,ecommerce,"e-commerce, magento, alfresco, zen-cart, ruby-on-rails, web-design, java, web-services, internet-consultancy, seo, drupal, joomla, wordpress","[{'zip_code': 'LE1 1RE', 'city': 'Leicester', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",LE1 1RE,Leicester,GBR,,
451,Digital Base,software,"webdesign, development, symfony, open-source","[{'zip_code': '3001', 'city': 'Leuven', 'country_code': 'BEL', 'latitude': 50.867206, 'longitude': 4.700737}]",3001,Leuven,BEL,50.867206,4.700737
452,Gorenje,other,"design, household-appliances","[{'zip_code': 'A-1101', 'city': 'Wien', 'country_code': 'AUT', 'latitude': None, 'longitude': None}, {'zip_code': '71000', 'city': 'Sarajevo', 'country_code': 'BIH', 'latitude': None, 'longitude': None}, {'zip_code': '10000', 'city': 'Zagreb', 'country_code': 'HRV', 'latitude': 45.793899, 'longitude': 15.961251}, {'zip_code': '92300', 'city': 'Levallois-Perret', 'country_code': 'FRA', 'latitude': 48.896914, 'longitude': 2.288335}]",92300,Levallois-Perret,FRA,48.896914,2.288335
453,Intecom Email Marketing,advertising,"email-marketing, on-demand, software-as-a-service-email-marketing-email-marketing, email-newsletters, send-email-newsletter, html-email, send-html-email, email-service-provider, email-design","[{'zip_code': '', 'city': 'Levin', 'country_code': 'NZL', 'latitude': None, 'longitude': None}]",,Levin,NZL,,
454,Inovatis,web,"web-site, design, france","[{'zip_code': '67640', 'city': 'Lipsheim', 'country_code': 'FRA', 'latitude': 48.491885, 'longitude': 7.664067}]",67640,Lipsheim,FRA,48.491885,7.664067
455,Enough Pepper,web,"web, product-development, design","[{'zip_code': '1050-191', 'city': 'Lisboa', 'country_code': 'PRT', 'latitude': 38.7509471, 'longitude': -9.1427493}]",1050-191,Lisboa,PRT,38.7509471,-9.1427493
456,Think Orange,software,"web, design, strategy, ruby","[{'zip_code': '1300', 'city': 'Lisboa', 'country_code': 'PRT', 'latitude': 38.703497, 'longitude': -9.178734}]",1300,Lisboa,PRT,38.703497,-9.178734
457,Core Factor,web,"web, design, it-consulting, wordpress, cake-php, php, mysql, lamp","[{'zip_code': '1000-096', 'city': 'Lisbon', 'country_code': 'PRT', 'latitude': 38.7445718, 'longitude': -9.1460977}]",1000-096,Lisbon,PRT,38.7445718,-9.1460977
458,ExteNet Systems,network_hosting,"wireless, network, network-architecture, distributed-antenna-system, network-design","[{'zip_code': '60532', 'city': 'Lisle', 'country_code': 'USA', 'latitude': 41.8089007, 'longitude': -88.1132884}]",60532,Lisle,USA,41.8089007,-88.1132884
459,Spork Marketing,consulting,"search-engine-marketing, search-engine-optimization, denver-internet-marketing, automotive-internet-marketing, blog-maintenance, blog-design, social-marketing","[{'zip_code': '80128', 'city': 'Littleton', 'country_code': 'USA', 'latitude': 39.568519, 'longitude': -105.0825619}]",80128,Littleton,USA,39.568519,-105.0825619
460,Magnifi Online,advertising,"search-engine-marketing, search-engine-optimization, internet-advertising, internet-marketing, banner-ads, conversion-rate-optimization, landing-page-design, social-media, ppc, seo, smo, cro, lpo","[{'zip_code': '80129', 'city': 'Littleton', 'country_code': 'USA', 'latitude': 32.7845701, 'longitude': -117.1283599}]",80129,Littleton,USA,32.7845701,-117.1283599
461,Glow New Media,advertising,"glow-new-media, web-design, seo","[{'zip_code': '', 'city': 'Liverpool', 'country_code': 'GBR', 'latitude': 53.4107766, 'longitude': -2.9778383}]",,Liverpool,GBR,53.4107766,-2.9778383
462,Digital Design Solutions,consulting,"consulting, web-presence, web-services, web-consulting, social-media, social-media-consulting","[{'zip_code': '30052', 'city': 'Loganville', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",30052,Loganville,USA,,
463,cScape,web,"customer-engagement, sharepoint, microsoft-partner, moss, persuasive-design, usability, accessibility, custom-development, web-2.0","[{'zip_code': 'EC1R 0DS', 'city': 'London', 'country_code': 'GBR', 'latitude': 51.523676, 'longitude': -0.107843}]",EC1R 0DS,London,GBR,51.523676,-0.107843
464,ProofHQ,software,"proofhq, online-proofing, review, feedback, collaboration, approval, design, artwork, creative, graphic, documents, pdf, project-management, marketing-automation, cloud-computing","[{'zip_code': '', 'city': 'London', 'country_code': 'GBR', 'latitude': 51.5320478, 'longitude': -0.011154}]",,London,GBR,51.5320478,-0.011154
465,Sososher,web,"sososher, shop, shopping, design, webstart, fasion, it","[{'zip_code': '', 'city': 'London', 'country_code': 'GBR', 'latitude': 51.500152, 'longitude': -0.126236}]",,London,GBR,51.500152,-0.126236
466,The Tin,web,"digital-consultancy, solutions, technology, design, applications, web-2-0","[{'zip_code': 'EC1N 8JH', 'city': 'London', 'country_code': 'GBR', 'latitude': 51.52129, 'longitude': -0.10978}]",EC1N 8JH,London,GBR,51.52129,-0.10978
467,Albion,advertising,"digital-marketing, creative, advertising, social-media, branding, web-design","[{'zip_code': 'E16JJ', 'city': 'London', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",E16JJ,London,GBR,,
468,Distilled,advertising,"search-marketing, reputation-monitoring, reputation-management, seo, ppc","[{'zip_code': 'EC4N 6AE', 'city': 'London', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",EC4N 6AE,London,GBR,,
469,Nealite,consulting,"consultancy, strategy, usability, webdesign, webmarketing, innovation, user-experience, ux","[{'zip_code': '75010', 'city': 'Paris', 'country_code': 'FRA', 'latitude': None, 'longitude': None}, {'zip_code': '', 'city': 'London', 'country_code': 'GBR', 'latitude': None, 'longitude': None}, {'zip_code': '94103', 'city': 'San Fran', 'country_code': 'USA', 'latitude': None, 'longitude': None}, {'zip_code': 'WC2E', 'city': 'London', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",WC2E,London,GBR,,
470,Nealite,consulting,"consultancy, strategy, usability, webdesign, webmarketing, innovation, user-experience, ux","[{'zip_code': '75010', 'city': 'Paris', 'country_code': 'FRA', 'latitude': None, 'longitude': None}, {'zip_code': '', 'city': 'London', 'country_code': 'GBR', 'latitude': None, 'longitude': None}, {'zip_code': '94103', 'city': 'San Fran', 'country_code': 'USA', 'latitude': None, 'longitude': None}, {'zip_code': 'WC2E', 'city': 'London', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",WC2E,London,GBR,,
471,FUSE,web,"web-design, 3d, 3d-animation, microsite, widgets, papervision3d, papervision, blogs, social-media","[{'zip_code': 'W1D 7AZ', 'city': 'London', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",W1D 7AZ,London,GBR,,
472,Which Web Design Company,enterprise,"website-design, review, web-design, rating, web-design-company, website-design-company","[{'zip_code': '', 'city': 'London', 'country_code': 'GBR', 'latitude': 51.5001524, 'longitude': -0.1262362}]",,London,GBR,51.5001524,-0.1262362
473,FK3,advertising,"advertising, marketing-communications, consultancy, branding, tv, press, tradeshows, collateral, creative, design, online, web, display, sem, seo, search, print, outdoor","[{'zip_code': 'SE1 7SJ', 'city': 'London', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",SE1 7SJ,London,GBR,,
474,Make It Rain,advertising,"ppc, seo, affiliates, web-design, social-media, tracking","[{'zip_code': 'SW4 0BG', 'city': 'London', 'country_code': 'GBR', 'latitude': 51.4626, 'longitude': -0.139082}]",SW4 0BG,London,GBR,51.4626,-0.139082
475,Masterpiece,advertising,"creative, online, web, cms, content-management, asset-management, colour-management, design","[{'zip_code': 'EC2A 4LD', 'city': 'London', 'country_code': 'GBR', 'latitude': 51.5219131, 'longitude': -0.0833747}]",EC2A 4LD,London,GBR,51.5219131,-0.0833747
476,Boring,other,"web-design, social-media, production, consultancy, digital, social, online-publishing, profile, websites, messaging, chat, students, education, creative, flash, animation, advertising, marketing, online-marketing, microsites, php, mysql, widgets","[{'zip_code': 'E1 6PX', 'city': 'London', 'country_code': 'GBR', 'latitude': 51.5183725, 'longitude': -0.0740678}]",E1 6PX,London,GBR,51.5183725,-0.0740678
477,Marmalade on Toast,public_relations,,"[{'zip_code': '', 'city': 'London', 'country_code': 'GBR', 'latitude': 51.5001524, 'longitude': -0.1262362}]",,London,GBR,51.5001524,-0.1262362
478,Hyder Consulting,consulting,,"[{'zip_code': 'SW1E 5DZ', 'city': 'London', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",SW1E 5DZ,London,GBR,,
479,Red Engineering Design,consulting,"mep, mechanical-engineering, electrical-engineering, consulting, design","[{'zip_code': 'W1T 3NJ', 'city': 'London', 'country_code': 'GBR', 'latitude': 51.5234209, 'longitude': -0.1398614}]",W1T 3NJ,London,GBR,51.5234209,-0.1398614
480,Electronic Ink,consulting,"web-design-consulting, software-design-consulting, design, research, technology, strategy","[{'zip_code': '19107', 'city': 'Philadelphia', 'country_code': 'USA', 'latitude': 39.951101, 'longitude': -75.163762}, {'zip_code': 'EC2M 3UJ', 'city': 'London', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",EC2M 3UJ,London,GBR,,
481,Mobile Interactive Group,mobile,"mobile, interactive, integrated, experiential, innovative, innovation, technology, creativity, creative, advertising, digital, platform, platforms, design, internet, wap, mobile-internet, cross-platform, digital-solutions, applications, sms, mms, voice, l","[{'zip_code': 'SE1 7NW', 'city': 'London', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",SE1 7NW,London,GBR,,
482,New Toy,games_video,"experiential, design, experiential-design, events, venuesinnovative, customer-experiences","[{'zip_code': 'SE1 7NX', 'city': 'London', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",SE1 7NX,London,GBR,,
483,Moonfruit,design,,"[{'zip_code': '', 'city': 'London', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",,London,GBR,,
484,e-Man,web,"web-2-0, web-development, design, strategy, ajax, agency, london, matt-hagger","[{'zip_code': 'W1W 8HS', 'city': 'London,', 'country_code': 'GBR', 'latitude': 51.517712, 'longitude': -0.141022}]",W1W 8HS,"London,",GBR,51.517712,-0.141022
485,GENWI,mobile,"mcms, mobile-content-management-system, live-and-engaging-apps, cloud-publishing, design-freely, revise-in-real-time, go-mobile-quickly","[{'zip_code': '94022', 'city': 'Los Altos', 'country_code': 'USA', 'latitude': 33.8171, 'longitude': -111.9035}]",94022,Los Altos,USA,33.8171,-111.9035
486,Brilliant2,advertising,"web-software, web-application, web-application-branding, web-application-design, website-app-marketing, los-angeles, ca","[{'zip_code': '90025', 'city': 'Los Angeles', 'country_code': 'USA', 'latitude': 34.043228, 'longitude': -118.46856}]",90025,Los Angeles,USA,34.043228,-118.46856
487,Shopflick,ecommerce,"video, shopping, videoshopping, home-shopping, commerce, selling, independent, entrepreneur, designer, brand, streaming, fashion, social-shopping","[{'zip_code': '90064', 'city': 'Los Angeles', 'country_code': 'USA', 'latitude': 34.044939, 'longitude': -118.419067}]",90064,Los Angeles,USA,34.044939,-118.419067
488,Fabric Interactive,consulting,"social-media, digital, interactive, product-development, design, marketing, new-york, los-angeles, seo, interface-design, user-experience","[{'zip_code': '90004', 'city': 'Los Angeles', 'country_code': 'USA', 'latitude': 34.0748, 'longitude': -118.288536}]",90004,Los Angeles,USA,34.0748,-118.288536
489,NOTCOT,web,"fashion, design-community, couture","[{'zip_code': '', 'city': 'Los Angeles', 'country_code': 'USA', 'latitude': 34.052187, 'longitude': -118.243425}]",,Los Angeles,USA,34.052187,-118.243425
490,Xtreme Widgets,web,"advertising, applications, b2b, design, entertainment, flash, internet-marketing, iphone-app, media, movies, online-advertising, online-marketing, technology, widget, widgets","[{'zip_code': '90066', 'city': 'Los Angeles', 'country_code': 'USA', 'latitude': 33.988687, 'longitude': -118.439532}]",90066,Los Angeles,USA,33.988687,-118.439532
491,TVGla,web,"3-d, advertising, applications, art, banners, b2b, consulting, database-marketing, design, development, entertainment, flash, games, internet, internet-marketing, iphone-app, media, mobile, movies, online-advertising, online-marketing, motion-graphics, pr","[{'zip_code': '90066', 'city': 'Los Angeles', 'country_code': 'USA', 'latitude': 33.988687, 'longitude': -118.439532}]",90066,Los Angeles,USA,33.988687,-118.439532
492,Epsilon Concepts,consulting,"web-design, web-development, digital-agency, web-design-company, social-networking, social-media","[{'zip_code': '90017', 'city': 'Los Angeles', 'country_code': 'USA', 'latitude': 34.051508, 'longitude': -118.262233}]",90017,Los Angeles,USA,34.051508,-118.262233
493,BrandBucket,web,"brand, domain, logo, rebrand, design, marketing","[{'zip_code': '90048', 'city': 'Los Angeles', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",90048,Los Angeles,USA,,
494,Louisville Web Group,ecommerce,"ecommerce-web-design-and-development, mobile-web-design-and-development","[{'zip_code': '40222', 'city': 'Louisville', 'country_code': 'USA', 'latitude': 38.337337, 'longitude': -85.474719}]",40222,Louisville,USA,38.337337,-85.474719
495,Sand Software Solutions,software,"website, software, designs, ecommerce, erp, custom-software, portals","[{'zip_code': '53719', 'city': 'Madison', 'country_code': 'USA', 'latitude': 34.114049, 'longitude': -84.166613}, {'zip_code': '530016', 'city': 'Visakhapatnam', 'country_code': 'IND', 'latitude': 44.798742, 'longitude': -95.706218}]",530016,Visakhapatnam,IND,44.798742,-95.706218
496,Pigmata Media,software,"cakephp, php, software-development, internet-marketing, user-interface-design, web-design, web-application-development","[{'zip_code': '1203', 'city': 'Makati', 'country_code': 'PHL', 'latitude': 14.5359294, 'longitude': 121.0211311}]",1203,Makati,PHL,14.5359294,121.0211311
497,Olivos by Design,advertising,"web-design, seo, web-development, databases","[{'zip_code': '289650', 'city': 'Malaga', 'country_code': 'ESP', 'latitude': 36.492548, 'longitude': -4.72689}]",289650,Malaga,ESP,36.492548,-4.72689
498,Frontier Service Design,consulting,ideas,"[{'zip_code': '19355', 'city': 'Malvern', 'country_code': 'USA', 'latitude': 40.054547, 'longitude': -75.515376}]",19355,Malvern,USA,40.054547,-75.515376
499,I-COM,advertising,"internet, search-engine-optimisation, seo, search-engine-marketing, web-design, web-development","[{'zip_code': 'M2 5WA', 'city': 'Manchester', 'country_code': 'GBR', 'latitude': 53.385028, 'longitude': -2.354238}]",M2 5WA,Manchester,GBR,53.385028,-2.354238
500,Synthetic Entertainment,web,"virtual-worlds, graphic-design, digital-design","[{'zip_code': '66505', 'city': 'Manhattan', 'country_code': 'USA', 'latitude': 39.1967, 'longitude': -96.5956}]",66505,Manhattan,USA,39.1967,-96.5956
501,Sketchin,web,,"[{'zip_code': '6928', 'city': 'Manno', 'country_code': 'CHE', 'latitude': None, 'longitude': None}]",6928,Manno,CHE,,
502,Fan,consulting,"sharepoint, custom-apps, e-commerce, software-engineering, usability, design","[{'zip_code': '', 'city': 'Mar del Plata', 'country_code': 'ARG', 'latitude': -37.9924155, 'longitude': -57.5538238}]",,Mar del Plata,ARG,-37.9924155,-57.5538238
503,Bella Web Design,,,"[{'zip_code': '30066', 'city': 'Marietta', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",30066,Marietta,USA,,
504,AdVerit,advertising,"internet-marketing, website-design, outsourcing, email-marketing, sponsored-links, search-engine-optimization, adwords, surveys, promotions-and-online-games","[{'zip_code': '1640', 'city': 'Martinez', 'country_code': 'ARG', 'latitude': -34.4725563, 'longitude': -58.5128212}]",1640,Martinez,ARG,-34.4725563,-58.5128212
505,Cinergix,public_relations,"creately, design, modelling, web, problem-solving, collaboration, ria, online-diagramming","[{'zip_code': '3053', 'city': 'Melbourne', 'country_code': 'AUS', 'latitude': -37.793125, 'longitude': 144.971266}]",3053,Melbourne,AUS,-37.793125,144.971266
506,Cinergix,public_relations,"creately, design, modelling, web, problem-solving, collaboration, ria, online-diagramming","[{'zip_code': '3053', 'city': 'Melbourne', 'country_code': 'AUS', 'latitude': -37.793125, 'longitude': 144.971266}]",3053,Melbourne,AUS,-37.793125,144.971266
507,bwired,software,"web-design-company, web-development-services, web-development-company, cms-services, content-management-services, content--managment-system","[{'zip_code': '3181', 'city': 'Melbourne', 'country_code': 'AUS', 'latitude': -37.857674, 'longitude': 145.037319}]",3181,Melbourne,AUS,-37.857674,145.037319
508,Max Q Designs,ecommerce,"graphic, web-design-and-marketing-agency-based-in-melbourne-florida","[{'zip_code': '32940', 'city': 'Melbourne', 'country_code': 'USA', 'latitude': 28.2265028, 'longitude': -80.678264}]",32940,Melbourne,USA,28.2265028,-80.678264
509,Devkinetic Designs,web,"web-design, boston-web-design, mass-web-design","[{'zip_code': '02176', 'city': 'Melrose', 'country_code': 'USA', 'latitude': 42.45434, 'longitude': -71.066148}]",02176,Melrose,USA,42.45434,-71.066148
510,Think BIG Sites,advertising,"search-engine-optimization, pay-per-click, web-site-design","[{'zip_code': '11747', 'city': 'Melville', 'country_code': 'USA', 'latitude': 40.732076, 'longitude': -73.424968}]",11747,Melville,USA,40.732076,-73.424968
511,RocketFuel,software,,"[{'zip_code': '38103', 'city': 'Memphis', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",38103,Memphis,USA,,
512,Enhanced Automation,other,"automation, integration, engineering, automation-engineering, industrial-automation, control-systems, plc, control-panel, electronics, programming, manufacturing, design, services, information-technology, assembly, operating-systems, interface, operator-i","[{'zip_code': '53051', 'city': 'Menomonee Falls', 'country_code': 'USA', 'latitude': 43.113262, 'longitude': -88.080445}]",53051,Menomonee Falls,USA,43.113262,-88.080445
513,PERCUSSA,hardware,"audiocubes, tangible-interface, audio, music, sound, live-performance, sound-design, dj, music-education, music-research, music-technology, human-computer-interaction, technology, wireless, hardware","[{'zip_code': '9420', 'city': 'Mere', 'country_code': 'BEL', 'latitude': 50.9228106, 'longitude': 3.9712962}]",9420,Mere,BEL,50.9228106,3.9712962
514,CPC Computer Consultants,ecommerce,"it-consulting, miami-web-design, small-business-web-hosting, ecommerce-websites, office-networks-security","[{'zip_code': '33131', 'city': 'Miami', 'country_code': 'USA', 'latitude': 25.761296, 'longitude': -80.191258}]",33131,Miami,USA,25.761296,-80.191258
515,The Factory Interactive,advertising,"web-design, marketing-services, interactive-technologies, advertising-solutions, digital-design, search-engine-optimization, search-engine-marketing, custom-blog-development","[{'zip_code': '33137', 'city': 'Miami', 'country_code': 'USA', 'latitude': 25.825503, 'longitude': -80.187805}]",33137,Miami,USA,25.825503,-80.187805
516,Denook,games_video,"crowdsourcing, design-contests, music-contests, creative-marketplace, sell, buy, designs","[{'zip_code': '33185', 'city': 'Miami', 'country_code': 'USA', 'latitude': 25.733027, 'longitude': -80.432061}]",33185,Miami,USA,25.733027,-80.432061
517,Aligned Global,software,"software-outsourcing, software-application-outsourcing, web-2-0, web-development, internet-developement, start-ups","[{'zip_code': '33144', 'city': 'Miami', 'country_code': 'USA', 'latitude': 25.769174, 'longitude': -80.331681}]",33144,Miami,USA,25.769174,-80.331681
518,Daddy Design,other,"myspace-design, web-design, wordpress-design, wordpress-cms, myspace-layout, facebook-design, twitter-design","[{'zip_code': '33138', 'city': 'Miami', 'country_code': 'USA', 'latitude': 25.873778, 'longitude': -80.168399}]",33138,Miami,USA,25.873778,-80.168399
519,NetroStar,ecommerce,"web-design, www, internet, ecommerce, design, website, websites, solution, e-commerce","[{'zip_code': '33132', 'city': 'Miami', 'country_code': 'USA', 'latitude': 25.7922516, 'longitude': -80.1892904}, {'zip_code': '33132', 'city': 'Miami', 'country_code': 'USA', 'latitude': 25.7922516, 'longitude': -80.1892904}]",33132,Miami,USA,25.7922516,-80.1892904
520,Continuum,consulting,"design, business-strategy, innovation-strategy, emerging-technology, technology-development","[{'zip_code': '02465', 'city': 'West Newton', 'country_code': 'USA', 'latitude': 42.349239, 'longitude': -71.223834}, {'zip_code': '20137', 'city': 'Milano', 'country_code': 'ITA', 'latitude': 45.447302, 'longitude': 9.215569}, {'zip_code': '110-846', 'city': 'Seoul', 'country_code': 'KOR', 'latitude': None, 'longitude': None}]",110-846,Seoul,KOR,,
521,CompuBase Internet Solutions,software,"webdesign, drupal-cms, google-optimalisatie","[{'zip_code': '5451 GV', 'city': 'Mill', 'country_code': 'NLD', 'latitude': 51.67937, 'longitude': 5.782043}]",5451 GV,Mill,NLD,51.67937,5.782043
522,NextG Networks,mobile,"wireless, network, network-architecture, distributed-antenna-system, network-design","[{'zip_code': '95035', 'city': 'Milpitas', 'country_code': 'USA', 'latitude': 37.3968078, 'longitude': -121.9113633}]",95035,Milpitas,USA,37.3968078,-121.9113633
523,n3w media,consulting,"web-design, digital, marketing, social-media","[{'zip_code': 'MK9 2AH', 'city': 'Milton Keynes', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",MK9 2AH,Milton Keynes,GBR,,
524,ArcStone Technologies,public_relations,"programming, seo, php, coldfusion, web-design, web-development, interactive-design, flash","[{'zip_code': '55404', 'city': 'Minneapolis', 'country_code': 'USA', 'latitude': 44.962697, 'longitude': -93.279911}]",55404,Minneapolis,USA,44.962697,-93.279911
525,Weatherwood,network_hosting,"hosting, web-design, application-development","[{'zip_code': '55405', 'city': 'Minneapolis', 'country_code': 'USA', 'latitude': 44.962551, 'longitude': -93.313368}]",55405,Minneapolis,USA,44.962551,-93.313368
526,MentorMate,software,"minnesota, software-development-company, custom-software, software-development-life-cycle, web-development, web-design, minneapolis, st-paul","[{'zip_code': '55408', 'city': 'Minneapolis', 'country_code': 'USA', 'latitude': 44.948786, 'longitude': -93.161038}]",55408,Minneapolis,USA,44.948786,-93.161038
527,Fox River Audio Visual,enterprise,,"[{'zip_code': '55343', 'city': 'Minnetonka', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",55343,Minnetonka,USA,,
528,BooFly,web,"design, internet, website, joomla, ireland, twitter, graphic-design, tweettweet","[{'zip_code': '', 'city': 'Monaghan', 'country_code': 'IRL', 'latitude': 54.1239649, 'longitude': -6.7349233}]",,Monaghan,IRL,54.1239649,-6.7349233
529,Crea,software,"social-networks-software, video-streaming, video-players, video-encoding, social-networks, social-networking-software, flv-player, social-media, web-2-0, web-development, web-design, hosting, virtual-worlds, online-games","[{'zip_code': '11100', 'city': 'Montevideo', 'country_code': 'URY', 'latitude': -34.9060125, 'longitude': -56.1932857}]",11100,Montevideo,URY,-34.9060125,-56.1932857
530,Ahlera,public_relations,"web-design, web-developmet, digital-strategy","[{'zip_code': '11200', 'city': 'Montevideo', 'country_code': 'URY', 'latitude': -34.8910198, 'longitude': -56.1702161}]",11200,Montevideo,URY,-34.8910198,-56.1702161
531,Artifex Animation Studios,web,"animation, computer-graphics, visual-effects, character-design, 3d","[{'zip_code': 'H2S2M7', 'city': 'Montreal', 'country_code': 'CAN', 'latitude': 45.539065, 'longitude': -73.609532}]",H2S2M7,Montreal,CAN,45.539065,-73.609532
532,Davai Design,web,"web-design, e-business, web-development","[{'zip_code': 'H3S 1X1', 'city': 'Montreal', 'country_code': 'CAN', 'latitude': 45.496141, 'longitude': -73.63222}]",H3S 1X1,Montreal,CAN,45.496141,-73.63222
533,Davai Design,web,"web-design, e-business, web-development","[{'zip_code': 'H3S 1X1', 'city': 'Montreal', 'country_code': 'CAN', 'latitude': 45.496141, 'longitude': -73.63222}]",H3S 1X1,Montreal,CAN,45.496141,-73.63222
