,name,category_code,tag_list,total_money_raised,offices,zip_code,city,country_code,latitude,longitude
139,Footnote,web,"techcrunch50, tc50, genealogy, family-history, historical-records, family, relatives, ancestry, history",10000000.0,"[{'zip_code': '84042', 'city': 'Lindon', 'country_code': 'USA', 'latitude': 40.3310529, 'longitude': -111.7276347}]",84042,Lindon,USA,40.3310529,-111.7276347
140,FAROO,search,"techcrunch40, search, p2p-search, peer-to-peer, real-time, realtime, searchengine, crowdsourcing, distributed-search, social-search, social-discovery",,"[{'zip_code': 'EC1N 8SS', 'city': 'London', 'country_code': 'GBR', 'latitude': 51.5195795, 'longitude': -0.1065551}]",EC1N 8SS,London,GBR,51.5195795,-0.1065551
141,Techlightenment,web,"facebook, facebookapps",,"[{'zip_code': None, 'city': 'London', 'country_code': 'GBR', 'latitude': 51.500152, 'longitude': -0.126236}]",,London,GBR,51.500152,-0.126236
142,Pikum,games_video,"gaming, social-networks, first-round-capital, web-2.0, gambling, betting, sports, pop-culture, competition",5920000.0,"[{'zip_code': 'Nw1 8lh', 'city': 'London', 'country_code': 'GBR', 'latitude': 51.539778, 'longitude': -0.152998}]",Nw1 8lh,London,GBR,51.539778,-0.152998
143,Vigster,games_video,"gaming, social-network, community, video-gaming, portal",50000.0,"[{'zip_code': '', 'city': 'London', 'country_code': 'GBR', 'latitude': 51.500152, 'longitude': -0.126236}]",,London,GBR,51.500152,-0.126236
144,Yammer,enterprise,"techcrunch50, tc50, enterprise2-0, web2-0, social-enterprise, enterprise, social, social-networking, twitter",142000000.0,"[{'zip_code': '94103', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.776246, 'longitude': -122.4179223}, {'zip_code': '', 'city': 'London', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",,London,GBR,,
145,Yammer,enterprise,"techcrunch50, tc50, enterprise2-0, web2-0, social-enterprise, enterprise, social, social-networking, twitter",142000000.0,"[{'zip_code': '94103', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.776246, 'longitude': -122.4179223}, {'zip_code': '', 'city': 'London', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",,London,GBR,,
146,Neutron Creations,consulting,"web-app, development, intranet, cms, ecommerce, mis, business-intelligence, rails",,"[{'zip_code': 'W1W 7QW', 'city': 'London', 'country_code': 'GBR', 'latitude': 51.519772, 'longitude': -0.1597092}]",W1W 7QW,London,GBR,51.519772,-0.1597092
147,World on a Hanger,software,"fashion, saas, web-applications, web-apps, enterprise-software, collaborative-applications, supply-chain-software",,"[{'zip_code': 'SE11 4DJ', 'city': 'London', 'country_code': 'GBR', 'latitude': None, 'longitude': None}]",SE11 4DJ,London,GBR,,
148,ipadio,messaging,"audio, phonecast, social-networking, social-media, broadcast, phlog, blog",1600000.0,"[{'zip_code': 'EC1R 3EA', 'city': 'London', 'country_code': 'GBR', 'latitude': 51.8205815, 'longitude': 0.0118608}]",EC1R 3EA,London,GBR,51.8205815,0.0118608
149,Causecast,enterprise,"techcrunch50, tc50, enterprise, employee-engagement, workplace-giving, disaster-response, volunteering, donating, charity, philanthropy",,"[{'zip_code': '90034', 'city': 'Los Angeles', 'country_code': 'USA', 'latitude': 34.018349, 'longitude': -118.486889}]",90034,Los Angeles,USA,34.018349,-118.486889
150,Quant the News,web,"techcrunch50, tc50, finance, subscription-services",150000.0,"[{'zip_code': '90067', 'city': 'Los Angeles', 'country_code': 'USA', 'latitude': 34.054259, 'longitude': -118.414064}]",90067,Los Angeles,USA,34.054259,-118.414064
151,Quant the News,web,"techcrunch50, tc50, finance, subscription-services",150000.0,"[{'zip_code': '90067', 'city': 'Los Angeles', 'country_code': 'USA', 'latitude': 34.054259, 'longitude': -118.414064}]",90067,Los Angeles,USA,34.054259,-118.414064
152,TechForward,hardware,,7760000.0,"[{'zip_code': '90045', 'city': 'Los Angeles', 'country_code': 'USA', 'latitude': 34.146503, 'longitude': -118.613385}]",90045,Los Angeles,USA,34.146503,-118.613385
153,AECOM Technology,consulting,,,"[{'zip_code': '90071-2300', 'city': 'Los Angeles', 'country_code': 'USA', 'latitude': 34.0507962, 'longitude': -118.2568615}]",90071-2300,Los Angeles,USA,34.0507962,-118.2568615
154,Yerbabuena Software,software,"technology, software, data, document-capture",,"[{'zip_code': '29590', 'city': 'Madrid', 'country_code': 'ESP', 'latitude': None, 'longitude': None}]",29590,Madrid,ESP,,
155,Yerbabuena Software,software,"technology, software, data, document-capture",,"[{'zip_code': '29590', 'city': 'Madrid', 'country_code': 'ESP', 'latitude': None, 'longitude': None}]",29590,Madrid,ESP,,
156,TechMeridian,web,"cms, casual-authoring, content-management, cas",,"[{'zip_code': '59741', 'city': 'Manhattan', 'country_code': 'USA', 'latitude': 45.855992, 'longitude': -111.333458}]",59741,Manhattan,USA,45.855992,-111.333458
157,38 Studios,games_video,"gaming, video, video-games, intellectual-property, entertainment, massachusetts, curt-schilling, multi-player-gaming, 38-studios",,"[{'zip_code': '01754', 'city': 'Maynard', 'country_code': 'USA', 'latitude': 42.431652, 'longitude': -71.455658}]",01754,Maynard,USA,42.431652,-71.455658
158,Trace Systems,consulting,,,"[{'zip_code': '22102', 'city': 'McLean', 'country_code': 'USA', 'latitude': 38.9255186, 'longitude': -77.2276473}]",22102,McLean,USA,38.9255186,-77.2276473
159,Birdpost,web,"techcrunch50, tc50",350000.0,"[{'zip_code': '94025', 'city': 'Menlo Park', 'country_code': 'USA', 'latitude': 37.452011, 'longitude': -122.182824}]",94025,Menlo Park,USA,37.452011,-122.182824
160,Birdpost,web,"techcrunch50, tc50",350000.0,"[{'zip_code': '94025', 'city': 'Menlo Park', 'country_code': 'USA', 'latitude': 37.452011, 'longitude': -122.182824}]",94025,Menlo Park,USA,37.452011,-122.182824
161,Akoha,games_video,"techcrunch50, tc50",1900000.0,"[{'zip_code': 'H2W 1Y5', 'city': 'Montreal', 'country_code': 'CAN', 'latitude': 45.516545, 'longitude': -73.578477}]",H2W 1Y5,Montreal,CAN,45.516545,-73.578477
162,Technology Evaluation Centers,enterprise,"software-selection, software-evaluation, decision-support-system, analyst, analysis, research, enterprise-software, dss, erp, scm, crm, bi, open-source",,"[{'zip_code': 'H3C 1L5', 'city': 'Montreal', 'country_code': 'CAN', 'latitude': 45.499215, 'longitude': -73.559631}]",H3C 1L5,Montreal,CAN,45.499215,-73.559631
163,1C Company,software,"gaming, video-games",200000000.0,"[{'zip_code': '123056', 'city': 'Moscow', 'country_code': 'RUS', 'latitude': None, 'longitude': None}]",123056,Moscow,RUS,,
164,FairSoftware,web,"techcrunch50, tc50, web-2-0, biz-2-0, virtual-corporation, sharing, community, crowdsourcing, collaboration",100000.0,"[{'zip_code': '94041', 'city': 'Mountain View', 'country_code': 'USA', 'latitude': 37.386773, 'longitude': -122.075222}]",94041,Mountain View,USA,37.386773,-122.075222
165,FairSoftware,web,"techcrunch50, tc50, web-2-0, biz-2-0, virtual-corporation, sharing, community, crowdsourcing, collaboration",100000.0,"[{'zip_code': '94041', 'city': 'Mountain View', 'country_code': 'USA', 'latitude': 37.386773, 'longitude': -122.075222}]",94041,Mountain View,USA,37.386773,-122.075222
166,Nilesh Roy Consultancy,consulting,"technology-consulting, web-consulting, messaging-solutions, project-management-consulting, prince2, pmp, nileshroy, nilesh",,"[{'zip_code': '400042', 'city': 'Mumbai', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",400042,Mumbai,IND,,
167,CyberSynchs,mobile,technology-mobile,,"[{'zip_code': '10001', 'city': 'NYC', 'country_code': 'USA', 'latitude': 40.745534, 'longitude': -73.990033}]",10001,NYC,USA,40.745534,-73.990033
168,Asurion,other,"insurance, devices, device-replacement, demo-09, demobeat, mobile",,"[{'zip_code': '37211', 'city': 'Nashville', 'country_code': 'USA', 'latitude': 39.004994, 'longitude': -94.602672}]",37211,Nashville,USA,39.004994,-94.602672
169,Indiagames,games_video,"gaming, video-games, games-on-demand, god, ipl-t20fever, mobile-games, multiplayer",,"[{'zip_code': '400705', 'city': 'Navi-Mumbai', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",400705,Navi-Mumbai,IND,,
170,Wetpaint,web,"wiki, seattle, elowitz, media-industry, media-platform, social-distribution-system",39800000.0,"[{'zip_code': '98104', 'city': 'Seattle', 'country_code': 'USA', 'latitude': 47.603122, 'longitude': -122.333253}, {'zip_code': '10012', 'city': 'New York', 'country_code': 'USA', 'latitude': 40.7237306, 'longitude': -73.9964312}]",10012,New York,USA,40.7237306,-73.9964312
171,Gamers Media,web,,,"[{'zip_code': '', 'city': 'New York', 'country_code': 'USA', 'latitude': 40.757929, 'longitude': -73.985506}]",,New York,USA,40.757929,-73.985506
172,Wired Magazine,mobile,"technology, magazine, internet, web, business, print",,"[{'zip_code': 'NY 10036', 'city': 'New York', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",NY 10036,New York,USA,,
173,NeoHire,consulting,"tech-recruiting, startups, web-development",,"[{'zip_code': '90404', 'city': 'Santa Monica', 'country_code': 'USA', 'latitude': 34.016171, 'longitude': -118.4893368}, {'zip_code': '10013', 'city': 'New York', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",10013,New York,USA,,
174,Large Animal Games,games_video,gaming-facebook-pc-download-free-pay-to-play,,"[{'zip_code': '10001', 'city': 'New York', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",10001,New York,USA,,
175,TechnoSpin,cleantech,,8000000.0,"[{'zip_code': '10001', 'city': 'New York', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",10001,New York,USA,,
176,Ramp Up Tech,consulting,"technology-consulting, web, site, design, development, application, database-design, network-analysis, support, email-systems-implementation, ecommerce, integration, services, thin-client-services, remote-management, remote-access, email, compliance, arch",,"[{'zip_code': '10001', 'city': 'New York', 'country_code': 'USA', 'latitude': 40.746514, 'longitude': -73.993035}]",10001,New York,USA,40.746514,-73.993035
177,Rigel Networks,software,"web-development, technology-consulting, microsoft-developers, saas-enabled-applications, offshore-development, software-services, php-development, application-maintenance",,"[{'zip_code': '92660', 'city': 'Newport Beach', 'country_code': 'USA', 'latitude': 33.660955, 'longitude': -117.867679}]",92660,Newport Beach,USA,33.660955,-117.867679
178,Key Information Systems,enterprise,,,"[{'zip_code': '91367', 'city': 'Woodland Hills', 'country_code': 'USA', 'latitude': 34.178755, 'longitude': -118.602027}, {'zip_code': '94965', 'city': 'Sausalito', 'country_code': 'USA', 'latitude': 37.870314, 'longitude': -122.502986}, {'zip_code': '85012', 'city': 'Phoenix', 'country_code': 'USA', 'latitude': 33.481975, 'longitude': -112.074447}, {'zip_code': '92660', 'city': 'Newport Beach', 'country_code': 'USA', 'latitude': 33.670861, 'longitude': -117.864886}]",92660,Newport Beach,USA,33.670861,-117.864886
179,TechTarget,enterprise,,,"[{'zip_code': '02466', 'city': 'Newton', 'country_code': 'USA', 'latitude': 37.09024, 'longitude': -95.712891}]",02466,Newton,USA,37.09024,-95.712891
180,Techsmith,software,,,"[{'zip_code': '48864', 'city': 'Okemos', 'country_code': 'USA', 'latitude': 42.6813254, 'longitude': -84.4388222}]",48864,Okemos,USA,42.6813254,-84.4388222
181,youserbase,network_hosting,"germany, oldenburg, wiki",,"[{'zip_code': '26122', 'city': 'Oldenburg', 'country_code': 'DEU', 'latitude': 53.14967, 'longitude': 8.200653}]",26122,Oldenburg,DEU,53.14967,8.200653
182,Closet Couture,ecommerce,"techcrunch50, tc50, fashion, social-network, style, forum, luxury, shopping",475000.0,"[{'zip_code': '90272', 'city': 'Pacific Palisades', 'country_code': 'USA', 'latitude': 34.078345, 'longitude': -118.5475}]",90272,Pacific Palisades,USA,34.078345,-118.5475
183,Closet Couture,ecommerce,"techcrunch50, tc50, fashion, social-network, style, forum, luxury, shopping",475000.0,"[{'zip_code': '90272', 'city': 'Pacific Palisades', 'country_code': 'USA', 'latitude': 34.078345, 'longitude': -118.5475}]",90272,Pacific Palisades,USA,34.078345,-118.5475
184,Filtrbox,web,"techstars, techstars-boulder-2007, content-filtering, media-monitoring, news-tracker, google-alerts",1920000.0,"[{'zip_code': '94301', 'city': 'Palo Alto', 'country_code': 'USA', 'latitude': 40.010492, 'longitude': -105.276843}]",94301,Palo Alto,USA,40.010492,-105.276843
185,Mytopia,games_video,"techcrunch50, tc50, gaming, social-networks",3500000.0,"[{'zip_code': '94301', 'city': 'Palo Alto', 'country_code': 'USA', 'latitude': 34.007967, 'longitude': -118.489681}]",94301,Palo Alto,USA,34.007967,-118.489681
186,Mobclix,mobile,"techcrunch50, tc50, iphone, analytics, free-developer-tools, apple, xcode, interface-designer, shark, instruments, os-x, android, gps, free-real-time-analytics, apple-developer, cocoa, objective-c, 3g, att, edge, free-applications, seedcamp-2008, seedcamp",,"[{'zip_code': '94301', 'city': 'Palo Alto', 'country_code': 'USA', 'latitude': 37.448598, 'longitude': -122.158497}]",94301,Palo Alto,USA,37.448598,-122.158497
187,Bojam,games_video,"techcrunch50, tc50, music, online-music-collaboration, open-source, wiki, contribute, media, audio-recording, mixing",,"[{'zip_code': '94301', 'city': 'Palo Alto', 'country_code': 'USA', 'latitude': 37.448598, 'longitude': -122.158497}]",94301,Palo Alto,USA,37.448598,-122.158497
188,Angstro,software,"techcrunch50, tc50",225000.0,"[{'zip_code': '94301', 'city': 'Palo Alto', 'country_code': 'USA', 'latitude': 37.444393, 'longitude': -122.163139}]",94301,Palo Alto,USA,37.444393,-122.163139
189,Mobclix,mobile,"techcrunch50, tc50, iphone, analytics, free-developer-tools, apple, xcode, interface-designer, shark, instruments, os-x, android, gps, free-real-time-analytics, apple-developer, cocoa, objective-c, 3g, att, edge, free-applications, seedcamp-2008, seedcamp",,"[{'zip_code': '94301', 'city': 'Palo Alto', 'country_code': 'USA', 'latitude': 37.448598, 'longitude': -122.158497}]",94301,Palo Alto,USA,37.448598,-122.158497
190,Bojam,games_video,"techcrunch50, tc50, music, online-music-collaboration, open-source, wiki, contribute, media, audio-recording, mixing",,"[{'zip_code': '94301', 'city': 'Palo Alto', 'country_code': 'USA', 'latitude': 37.448598, 'longitude': -122.158497}]",94301,Palo Alto,USA,37.448598,-122.158497
191,Angstro,software,"techcrunch50, tc50",225000.0,"[{'zip_code': '94301', 'city': 'Palo Alto', 'country_code': 'USA', 'latitude': 37.444393, 'longitude': -122.163139}]",94301,Palo Alto,USA,37.444393,-122.163139
192,techVenture,software,"recruiting, startup, staffing, consulting",,"[{'zip_code': '94301', 'city': 'Palo Alto', 'country_code': 'USA', 'latitude': 37.449346, 'longitude': -122.161211}]",94301,Palo Alto,USA,37.449346,-122.161211
193,Playdom,games_video,,76000000.0,"[{'zip_code': '94306', 'city': 'Palo Alto', 'country_code': 'USA', 'latitude': 37.393536, 'longitude': -122.076747}, {'zip_code': '92075', 'city': 'Solana Beach', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",92075,Solana Beach,USA,,
194,BTS411,other,"technology, bootstrapping, startups, internet-companies",,"[{'zip_code': '90274', 'city': 'Palos Verdes', 'country_code': 'USA', 'latitude': 33.7954354, 'longitude': -118.3978335}]",90274,Palos Verdes,USA,33.7954354,-118.3978335
195,WatZatSong,web,gaming,,"[{'zip_code': '75011', 'city': 'Paris', 'country_code': 'FRA', 'latitude': 48.866323, 'longitude': 2.381514}]",75011,Paris,FRA,48.866323,2.381514
196,Techrigy,web,"social-media-measurement, social-media-monitoring",,"[{'zip_code': '14526', 'city': 'Pittsford', 'country_code': 'USA', 'latitude': 43.0594, 'longitude': -77.467129}]",14526,Pittsford,USA,43.0594,-77.467129
197,Visible Pixel,web,"web-development, strategy, consulting",,"[{'zip_code': '94523', 'city': 'Pleasant Hill', 'country_code': 'USA', 'latitude': 37.9715275, 'longitude': -122.0686077}]",94523,Pleasant Hill,USA,37.9715275,-122.0686077
198,Visible Pixel,web,"web-development, strategy, consulting",,"[{'zip_code': '94523', 'city': 'Pleasant Hill', 'country_code': 'USA', 'latitude': 37.9715275, 'longitude': -122.0686077}]",94523,Pleasant Hill,USA,37.9715275,-122.0686077
199,TechTracker,enterprise,,,"[{'zip_code': '97204', 'city': 'Portland', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",97204,Portland,USA,,
200,Intera,software,"platform, on-demand, ondemand, crm, project-management, web, paas, customizable",,"[{'zip_code': '2250', 'city': 'Ptuj', 'country_code': 'SVN', 'latitude': 46.419467, 'longitude': 15.875225}]",2250,Ptuj,SVN,46.419467,15.875225
201,Intera,software,"platform, on-demand, ondemand, crm, project-management, web, paas, customizable",,"[{'zip_code': '2250', 'city': 'Ptuj', 'country_code': 'SVN', 'latitude': 46.419467, 'longitude': 15.875225}]",2250,Ptuj,SVN,46.419467,15.875225
202,Tech Mahindra,consulting,,,"[{'zip_code': '411004', 'city': 'Pune, Maharashtra', 'country_code': 'IND', 'latitude': None, 'longitude': None}]",411004,"Pune, Maharashtra",IND,,
203,Atlantic BT,web,"web-development, web-design, internet-marketing, web-programming, web-hosting",,"[{'zip_code': '27613', 'city': 'Raleigh', 'country_code': 'USA', 'latitude': 35.8969064, 'longitude': -78.6806784}]",27613,Raleigh,USA,35.8969064,-78.6806784
204,Presidium Learning,software,"education, education-software",9500000.0,"[{'zip_code': '20190', 'city': 'Reston', 'country_code': 'USA', 'latitude': 38.947942, 'longitude': -77.331536}]",20190,Reston,USA,38.947942,-77.331536
205,Ockham Research,web,"technology, media, finance, stocks, investment",,"[{'zip_code': '30075', 'city': 'Roswell', 'country_code': 'USA', 'latitude': 34.030223, 'longitude': -84.361865}]",30075,Roswell,USA,34.030223,-84.361865
206,Webpulser,consulting,"ruby-on-rails, ecommerce",,"[{'zip_code': '59100', 'city': 'Roubaix', 'country_code': 'FRA', 'latitude': 50.6871429, 'longitude': 3.1802864}]",59100,Roubaix,FRA,50.6871429,3.1802864
207,Me-trics,public_relations,"techcrunch50, tc50, data, health, finance, personal, tracking, productivity",,"[{'zip_code': '48067', 'city': 'Royal Oak', 'country_code': 'USA', 'latitude': 42.484985, 'longitude': -83.128937}]",48067,Royal Oak,USA,42.484985,-83.128937
208,Me-trics,public_relations,"techcrunch50, tc50, data, health, finance, personal, tracking, productivity",,"[{'zip_code': '48067', 'city': 'Royal Oak', 'country_code': 'USA', 'latitude': 42.484985, 'longitude': -83.128937}]",48067,Royal Oak,USA,42.484985,-83.128937
209,Pixel Vivant,software,"ruby-on-rails, ror, mysql, php, cakephp, webdevelopment, web-development, internet",,"[{'zip_code': '35400', 'city': 'Saint-Malo', 'country_code': 'FRA', 'latitude': 48.6276289, 'longitude': -1.9856858}]",35400,Saint-Malo,FRA,48.6276289,-1.9856858
210,Red Door Interactive,,,,"[{'zip_code': '92101', 'city': 'San Diego', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",92101,San Diego,USA,,
211,Technorati,advertising,"blogs, search",32100000.0,"[{'zip_code': '94108', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.779558, 'longitude': -122.393041}]",94108,San Francisco,USA,37.779558,-122.393041
212,Techmeme,web,"techmeme, aggregator, news, technology, tech",,"[{'zip_code': '94107', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.7618242, 'longitude': -122.3985871}]",94107,San Francisco,USA,37.7618242,-122.3985871
213,Grockit,social,"techcrunch50, tc50, learning, grockit, gmat, mmol, mmo, children, education, testprep, testing, gaming",44700000.0,"[{'zip_code': '94107', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.775196, 'longitude': -122.419204}]",94107,San Francisco,USA,37.775196,-122.419204
214,Kongregate,games_video,,19000000.0,"[{'zip_code': '94105', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.786942, 'longitude': -122.401245}]",94105,San Francisco,USA,37.786942,-122.401245
215,TechCrunch,news,"blog, blognetwork",,"[{'zip_code': '94107-1537', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.4459832, 'longitude': -122.1490582}]",94107-1537,San Francisco,USA,37.4459832,-122.1490582
216,Rupture,games_video,"wow, worldofwarcraft, socialnetwork, napster, snocap",3000000.0,"[{'zip_code': '94107', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.783898, 'longitude': -122.395234}]",94107,San Francisco,USA,37.783898,-122.395234
217,Minor Studios,software,"techcrunch50, tc50",,"[{'zip_code': '94105', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.789268, 'longitude': -122.395184}]",94105,San Francisco,USA,37.789268,-122.395184
218,TechInsights,advertising,,,"[{'zip_code': '94107', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",94107,San Francisco,USA,,
219,InfoWorld Media Group,consulting,,,"[{'zip_code': '94107', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",94107,San Francisco,USA,,
220,ngmoco,games_video,"gaming, iphone-games, mobile-games, mobile, iphone",44800000.0,"[{'zip_code': '94107', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.7705096, 'longitude': -122.4015807}]",94107,San Francisco,USA,37.7705096,-122.4015807
221,Shattered Reality Interactive,games_video,"techcrunch50, tc50, games, mmo, social, online, casual-games",1100000.0,"[{'zip_code': '94107', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.783046, 'longitude': -122.394067}]",94107,San Francisco,USA,37.783046,-122.394067
222,Fitbit,health,"techcrunch50, tc50, health, hardware, fitness, calories, weight-loss, dieting, fatsecret",68100000.0,"[{'zip_code': '94105-1503', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",94105-1503,San Francisco,USA,,
223,plaYce,games_video,"techcrunch50, tc50, gaming, virtual-world, mirror-world, 3d, geo",,"[{'zip_code': '94123', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.80204, 'longitude': -122.438231}]",94123,San Francisco,USA,37.80204,-122.438231
224,Postbox,software,"techcrunch50, tc50, email, communications, software",,"[{'zip_code': '94107', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.758737, 'longitude': -122.388336}]",94107,San Francisco,USA,37.758737,-122.388336
225,AdRocket,advertising,"techcrunch50, tc50, email, ad-network, targeting, behavioral, relevance, rss, bt, optimization, cpc, cost-per-click",1000000.0,"[{'zip_code': '', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.775196, 'longitude': -122.419204}]",,San Francisco,USA,37.775196,-122.419204
226,GoodGuide,web,"techcrunch50, tc50, health, environment, social-responsibility, consumers, ratings, web, iphone",14200000.0,"[{'zip_code': '94111', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.7983181, 'longitude': -122.4000032}]",94111,San Francisco,USA,37.7983181,-122.4000032
227,Shattered Reality Interactive,games_video,"techcrunch50, tc50, games, mmo, social, online, casual-games",1100000.0,"[{'zip_code': '94107', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.783046, 'longitude': -122.394067}]",94107,San Francisco,USA,37.783046,-122.394067
228,Fitbit,health,"techcrunch50, tc50, health, hardware, fitness, calories, weight-loss, dieting, fatsecret",68100000.0,"[{'zip_code': '94105-1503', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",94105-1503,San Francisco,USA,,
229,plaYce,games_video,"techcrunch50, tc50, gaming, virtual-world, mirror-world, 3d, geo",,"[{'zip_code': '94123', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.80204, 'longitude': -122.438231}]",94123,San Francisco,USA,37.80204,-122.438231
230,Postbox,software,"techcrunch50, tc50, email, communications, software",,"[{'zip_code': '94107', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.758737, 'longitude': -122.388336}]",94107,San Francisco,USA,37.758737,-122.388336
231,AdRocket,advertising,"techcrunch50, tc50, email, ad-network, targeting, behavioral, relevance, rss, bt, optimization, cpc, cost-per-click",1000000.0,"[{'zip_code': '', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.775196, 'longitude': -122.419204}]",,San Francisco,USA,37.775196,-122.419204
232,GoodGuide,web,"techcrunch50, tc50, health, environment, social-responsibility, consumers, ratings, web, iphone",14200000.0,"[{'zip_code': '94111', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.7983181, 'longitude': -122.4000032}]",94111,San Francisco,USA,37.7983181,-122.4000032
233,StartupAgents,web,"startup, jobs, tech-jobs, startup-jobs",,"[{'zip_code': '94103', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.775196, 'longitude': -122.419204}]",94103,San Francisco,USA,37.775196,-122.419204
234,TechWeb,other,,,"[{'zip_code': '94107', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.784132, 'longitude': -122.395913}]",94107,San Francisco,USA,37.784132,-122.395913
235,TechSoup Global,other,,,"[{'zip_code': '94107', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",94107,San Francisco,USA,,
236,CogniSign,software,,,"[{'zip_code': '94131-1775', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': None, 'longitude': None}]",94131-1775,San Francisco,USA,,
237,Canopy Financial,finance,,89500000.0,"[{'zip_code': '94105', 'city': 'San Francisco', 'country_code': 'USA', 'latitude': 37.791388, 'longitude': -122.392148}]",94105,San Francisco,USA,37.791388,-122.392148
238,TechFilipino,consulting,"techfilipino, news, web2-0, domain-names, domaining, domain, website, reviews, website-reviews",,"[{'zip_code': '1500', 'city': 'San Juan', 'country_code': 'PHL', 'latitude': None, 'longitude': None}]",1500,San Juan,PHL,,
239,Fixya,web,"fixya, crowdsourcing, diy, repair, customer-service",8000000.0,"[{'zip_code': '94401', 'city': 'San Mateo', 'country_code': 'USA', 'latitude': 37.566879, 'longitude': -122.323895}]",94401,San Mateo,USA,37.566879,-122.323895
240,VideoSurf,hardware,"techcrunch50, tc50",28000000.0,"[{'zip_code': '94402', 'city': 'San Mateo', 'country_code': 'USA', 'latitude': 37.561877, 'longitude': -122.325248}]",94402,San Mateo,USA,37.561877,-122.325248
241,VideoSurf,hardware,"techcrunch50, tc50",28000000.0,"[{'zip_code': '94402', 'city': 'San Mateo', 'country_code': 'USA', 'latitude': 37.561877, 'longitude': -122.325248}]",94402,San Mateo,USA,37.561877,-122.325248
242,Image Metrics,software,"technology, gaming, social-media, mobile, games, animation",21300000.0,"[{'zip_code': '90405', 'city': 'Santa Monica', 'country_code': 'USA', 'latitude': 34.007303, 'longitude': -118.489492}]",90405,Santa Monica,USA,34.007303,-118.489492
243,Adgregate Markets,ecommerce,"techcrunch50, tc50, widget, online-advertising, transaction",,"[{'zip_code': '94965', 'city': 'Sausalito', 'country_code': 'USA', 'latitude': 37.864435, 'longitude': -122.490586}]",94965,Sausalito,USA,37.864435,-122.490586
244,Adgregate Markets,ecommerce,"techcrunch50, tc50, widget, online-advertising, transaction",,"[{'zip_code': '94965', 'city': 'Sausalito', 'country_code': 'USA', 'latitude': 37.864435, 'longitude': -122.490586}]",94965,Sausalito,USA,37.864435,-122.490586
245,nobosh,web,"business-community, news-on-technology, current-business-news, money-news-news, technology, business, nobosh, ba-hellman, aggregator, algorithms, community",,"[{'zip_code': '85251', 'city': 'Scottsdale', 'country_code': 'USA', 'latitude': 33.503906, 'longitude': -111.93315}]",85251,Scottsdale,USA,33.503906,-111.93315
246,Swype,software,"techcrunch50, tc50, text-input-technology, screen-keyboard, soft-screen-keyboard, softscreen-keyboard, screen-input, multi-touch, multitap, predictive-text-input, next-generation-input",13900000.0,"[{'zip_code': '98104', 'city': 'Seattle', 'country_code': 'USA', 'latitude': 47.6495905, 'longitude': -122.3497956}]",98104,Seattle,USA,47.6495905,-122.3497956
